,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
337,Shot Chart Detail,0021900435,214,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,8,33,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,4,1,0,20191221,MEM,SAC
338,Shot Chart Detail,0021900435,322,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,0,45,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,40,56,1,0,20191221,MEM,SAC
339,Shot Chart Detail,0021900435,340,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,49,153,467,1,0,20191221,MEM,SAC
340,Shot Chart Detail,0021900435,392,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,8,17,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,-6,1,1,20191221,MEM,SAC
341,Shot Chart Detail,0021900435,397,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,7,41,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,7,1,0,20191221,MEM,SAC
342,Shot Chart Detail,0021900435,543,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,9,41,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-230,81,1,0,20191221,MEM,SAC
343,Shot Chart Detail,0021900435,601,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,4,57,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-54,113,1,1,20191221,MEM,SAC
344,Shot Chart Detail,0021900435,623,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,4,8,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,-4,1,0,20191221,MEM,SAC
345,Shot Chart Detail,0021900435,679,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,0,40,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,-3,1,1,20191221,MEM,SAC
346,Shot Chart Detail,0021900450,19,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,10,36,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,49,258,1,1,20191223,MEM,SAS
347,Shot Chart Detail,0021900450,56,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,6,57,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,21,1,0,20191223,MEM,SAS
348,Shot Chart Detail,0021900450,177,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,9,15,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,27,270,1,0,20191223,MEM,SAS
349,Shot Chart Detail,0021900450,214,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,6,41,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,29,17,1,1,20191223,MEM,SAS
350,Shot Chart Detail,0021900450,226,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,6,5,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,25,28,1,0,20191223,MEM,SAS
351,Shot Chart Detail,0021900450,303,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,0,8,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,5,1,0,20191223,MEM,SAS
352,Shot Chart Detail,0021900450,362,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,8,21,Made Shot,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,4,1,1,20191223,MEM,SAS
353,Shot Chart Detail,0021900450,370,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,7,23,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,39,15,1,0,20191223,MEM,SAS
354,Shot Chart Detail,0021900450,374,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,7,13,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,-5,1,1,20191223,MEM,SAS
355,Shot Chart Detail,0021900450,382,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,6,21,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,-10,1,1,20191223,MEM,SAS
356,Shot Chart Detail,0021900450,480,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,11,27,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,13,267,1,0,20191223,MEM,SAS
357,Shot Chart Detail,0021900450,496,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,10,18,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-16,111,1,1,20191223,MEM,SAS
358,Shot Chart Detail,0021900450,542,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,6,27,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,35,61,1,1,20191223,MEM,SAS
359,Shot Chart Detail,0021900450,561,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,4,55,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,17,1,0,20191223,MEM,SAS
360,Shot Chart Detail,0021900462,11,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,11,3,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-57,-4,1,0,20191226,OKC,MEM
361,Shot Chart Detail,0021900462,26,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,9,5,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-11,138,1,0,20191226,OKC,MEM
362,Shot Chart Detail,0021900462,38,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,7,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,161,225,1,0,20191226,OKC,MEM
363,Shot Chart Detail,0021900462,188,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,9,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,6,1,1,20191226,OKC,MEM
364,Shot Chart Detail,0021900462,335,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,10,35,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,10,1,1,20191226,OKC,MEM
365,Shot Chart Detail,0021900462,510,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,10,52,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,37,27,1,1,20191226,OKC,MEM
366,Shot Chart Detail,0021900462,550,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,7,47,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,8,1,1,20191226,OKC,MEM
367,Shot Chart Detail,0021900462,567,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,5,38,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,-1,1,0,20191226,OKC,MEM
368,Shot Chart Detail,0021900462,648,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,0,26,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,2,58,1,1,20191226,OKC,MEM
369,Shot Chart Detail,0021900472,37,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,8,33,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-60,104,1,0,20191228,DEN,MEM
370,Shot Chart Detail,0021900472,181,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,9,52,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,18,1,1,20191228,DEN,MEM
371,Shot Chart Detail,0021900472,218,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,7,33,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,24,23,1,0,20191228,DEN,MEM
372,Shot Chart Detail,0021900472,365,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,9,55,Missed Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,30,17,1,0,20191228,DEN,MEM
373,Shot Chart Detail,0021900472,385,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,8,7,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,6,95,1,1,20191228,DEN,MEM
374,Shot Chart Detail,0021900472,522,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,11,27,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-228,57,1,1,20191228,DEN,MEM
375,Shot Chart Detail,0021900472,544,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,9,11,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-26,14,1,0,20191228,DEN,MEM
376,Shot Chart Detail,0021900472,556,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,8,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,6,1,1,20191228,DEN,MEM
377,Shot Chart Detail,0021900472,605,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,5,48,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,1,1,1,20191228,DEN,MEM
378,Shot Chart Detail,0021900472,616,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,4,36,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,30,151,1,0,20191228,DEN,MEM
379,Shot Chart Detail,0021900472,638,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,3,6,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,3,1,1,20191228,DEN,MEM
380,Shot Chart Detail,0021900487,15,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,10,54,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-64,126,1,0,20191229,MEM,CHA
381,Shot Chart Detail,0021900487,21,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,10,28,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-32,66,1,1,20191229,MEM,CHA
382,Shot Chart Detail,0021900487,41,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,8,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,145,214,1,0,20191229,MEM,CHA
383,Shot Chart Detail,0021900487,174,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,11,3,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,-7,1,1,20191229,MEM,CHA
384,Shot Chart Detail,0021900487,179,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,10,49,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,8,1,0,20191229,MEM,CHA
385,Shot Chart Detail,0021900487,234,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,6,50,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-63,53,1,0,20191229,MEM,CHA
386,Shot Chart Detail,0021900487,327,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,0,44,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,33,21,1,0,20191229,MEM,CHA
387,Shot Chart Detail,0021900487,452,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,4,12,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,-5,1,0,20191229,MEM,CHA
388,Shot Chart Detail,0021900515,14,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,10,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-26,255,1,0,20200102,SAC,MEM
389,Shot Chart Detail,0021900515,21,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,9,59,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,10,1,1,20200102,SAC,MEM
390,Shot Chart Detail,0021900515,228,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,7,20,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,100,27,1,0,20200102,SAC,MEM
391,Shot Chart Detail,0021900515,318,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,2,32,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,57,13,1,1,20200102,SAC,MEM
392,Shot Chart Detail,0021900515,404,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,0,27,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-14,28,1,0,20200102,SAC,MEM
393,Shot Chart Detail,0021900515,385,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,9,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,112,225,1,1,20200102,SAC,MEM
394,Shot Chart Detail,0021900515,394,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,8,39,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,15,1,0,20200102,SAC,MEM
395,Shot Chart Detail,0021900515,427,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,6,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-126,242,1,1,20200102,SAC,MEM
396,Shot Chart Detail,0021900515,641,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,3,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,12,1,1,20200102,SAC,MEM
397,Shot Chart Detail,0021900515,649,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,2,3,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-36,49,1,0,20200102,SAC,MEM
398,Shot Chart Detail,0021900515,676,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,0,23,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,8,1,1,20200102,SAC,MEM
399,Shot Chart Detail,0021900515,683,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,0,17,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-27,15,1,1,20200102,SAC,MEM
400,Shot Chart Detail,0021900515,690,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,0,10,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,26,1,1,20200102,SAC,MEM
401,Shot Chart Detail,0021900523,53,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,7,39,Made Shot,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,-7,1,1,20200104,LAC,MEM
402,Shot Chart Detail,0021900523,181,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,10,47,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,176,203,1,1,20200104,LAC,MEM
403,Shot Chart Detail,0021900523,217,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,8,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,164,188,1,0,20200104,LAC,MEM
404,Shot Chart Detail,0021900523,255,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,6,23,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,6,35,1,1,20200104,LAC,MEM
405,Shot Chart Detail,0021900523,341,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,1,12,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,19,1,1,20200104,LAC,MEM
406,Shot Chart Detail,0021900523,350,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,0,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,120,232,1,0,20200104,LAC,MEM
407,Shot Chart Detail,0021900523,370,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,10,36,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,16,1,1,20200104,LAC,MEM
408,Shot Chart Detail,0021900523,416,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,7,22,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,7,1,1,20200104,LAC,MEM
409,Shot Chart Detail,0021900523,556,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,10,47,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-34,94,1,1,20200104,LAC,MEM
410,Shot Chart Detail,0021900523,597,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,7,49,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,25,239,74,1,0,20200104,LAC,MEM
411,Shot Chart Detail,0021900537,16,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,10,39,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,16,1,1,20200105,PHX,MEM
412,Shot Chart Detail,0021900537,179,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,10,0,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,116,251,1,1,20200105,PHX,MEM
413,Shot Chart Detail,0021900537,182,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,9,34,Missed Shot,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-101,41,1,0,20200105,PHX,MEM
414,Shot Chart Detail,0021900537,329,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,10,4,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,9,1,0,20200105,PHX,MEM
415,Shot Chart Detail,0021900537,384,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,5,56,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8,-82,-1,1,1,20200105,PHX,MEM
416,Shot Chart Detail,0021900537,407,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,5,10,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,139,252,1,0,20200105,PHX,MEM
417,Shot Chart Detail,0021900537,497,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,11,29,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,4,1,1,20200105,PHX,MEM
418,Shot Chart Detail,0021900537,546,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,7,29,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,8,27,1,0,20200105,PHX,MEM
419,Shot Chart Detail,0021900551,20,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,10,25,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,98,135,1,0,20200107,MEM,MIN
420,Shot Chart Detail,0021900551,27,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,9,58,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,4,1,1,20200107,MEM,MIN
421,Shot Chart Detail,0021900551,41,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,8,38,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,1,1,1,20200107,MEM,MIN
422,Shot Chart Detail,0021900551,249,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,6,38,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,84,151,1,1,20200107,MEM,MIN
423,Shot Chart Detail,0021900551,346,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,0,13,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,0,1,1,20200107,MEM,MIN
424,Shot Chart Detail,0021900551,350,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,0,0,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,38,192,337,1,0,20200107,MEM,MIN
425,Shot Chart Detail,0021900551,362,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,11,36,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,90,5,1,1,20200107,MEM,MIN
426,Shot Chart Detail,0021900551,403,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,7,40,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,11,1,1,20200107,MEM,MIN
427,Shot Chart Detail,0021900551,411,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,6,58,Missed Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,18,1,0,20200107,MEM,MIN
428,Shot Chart Detail,0021900551,430,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,5,27,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,10,1,1,20200107,MEM,MIN
429,Shot Chart Detail,0021900551,536,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,11,9,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,78,64,1,0,20200107,MEM,MIN
430,Shot Chart Detail,0021900551,548,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,9,50,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,12,1,1,20200107,MEM,MIN
431,Shot Chart Detail,0021900551,566,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,7,59,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-5,99,1,0,20200107,MEM,MIN
432,Shot Chart Detail,0021900551,593,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,6,42,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-20,68,1,0,20200107,MEM,MIN
433,Shot Chart Detail,0021900551,595,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,6,38,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20200107,MEM,MIN
434,Shot Chart Detail,0021900551,633,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,3,28,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-70,164,1,1,20200107,MEM,MIN
435,Shot Chart Detail,0021900551,641,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,2,55,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,-72,94,1,1,20200107,MEM,MIN
436,Shot Chart Detail,0021900551,661,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,0,52,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,0,1,1,20200107,MEM,MIN
437,Shot Chart Detail,0021900571,19,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,10,26,Missed Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,-22,1,0,20200110,MEM,SAS
438,Shot Chart Detail,0021900571,38,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,8,24,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-49,58,1,1,20200110,MEM,SAS
439,Shot Chart Detail,0021900571,58,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,6,23,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,98,128,1,0,20200110,MEM,SAS
440,Shot Chart Detail,0021900571,68,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,5,12,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,30,67,1,0,20200110,MEM,SAS
441,Shot Chart Detail,0021900571,193,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,9,19,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,5,1,1,20200110,MEM,SAS
